,chain,chain_price,voter,rank,token,asset_value,voting_power,commission,jailed,record_time
9005204,sei,0.132515,stingray,20,106641578758561,14131608809190.71,0.018581,0.05,False,1699833600000
9005205,sei,0.132515,stakecito,21,104479342242609,13845080037279.33,0.018205,0.05,False,1699833600000
9005206,sei,0.132515,cosmostation,22,104295090514838,13820663919573.758,0.018172,0.05,False,1699833600000
9005207,sei,0.132515,imperator.co,23,103034569036937,13653625915929.703,0.017953,0.05,False,1699833600000
9005208,sei,0.132515,enigma,24,100837060281429,13362423043193.562,0.01757,0.05,False,1699833600000
9005209,sei,0.132515,stakin,25,100365863560308,13299982409694.217,0.017488,0.05,False,1699833600000
9005210,sei,0.132515,activenodes,26,99516756321744,13187462963975.906,0.01734,0.05,False,1699833600000
9005211,sei,0.132515,dankuzonewdaic,27,99068004885310,13127996667376.854,0.017262,0.05,False,1699833600000
9005212,sei,0.132515,citadel.one,28,99007898477956,13120031666806.338,0.017251,0.05,False,1699833600000
9005213,sei,0.132515,lovehub,29,98977325314286,13115980264022.61,0.017246,0.05,False,1699833600000
9005214,sei,0.132515,lavender.fivenodes,30,98958279756496,13113456441932.066,0.017243,0.05,False,1699833600000
9005215,sei,0.132515,whispernode,31,98933239121019,13110138182121.832,0.017238,0.05,False,1699833600000
9005216,sei,0.132515,nodes.guru,32,98923648673409,13108867303956.793,0.017237,0.05,False,1699833600000
9005217,sei,0.132515,blockscope.net,33,98920438779350,13108441944845.564,0.017236,0.05,False,1699833600000
9005218,sei,0.132515,stakingcabin,34,98910533384500,13107129331447.018,0.017234,0.05,False,1699833600000
9005219,sei,0.132515,obi,35,98909797987244,13107031880279.64,0.017234,0.05,False,1699833600000
9005220,sei,0.132515,stakeme,36,98906418507523,13106584048524.41,0.017234,0.05,False,1699833600000
9005221,sei,0.132515,dsrv,37,96938351515597,12845785651089.336,0.016891,0.05,False,1699833600000
9005222,sei,0.132515,staked,38,80253336764515,10634770921349.703,0.013983,0.05,False,1699833600000
9005223,sei,0.132515,p2p.org,39,1000482893463,132578990627.24944,0.000174,0.1,False,1699833600000
9005224,sei,0.132515,tienthuattoan,40,48932000000,6484223980.0,9e-06,0.05,False,1699833600000
9005225,sei,0.132515,,40,37502185800,4969602151.287,7e-06,0.05,False,1699833600000
9005226,sei,0.132515,5forever,40,28131000159,3727779486.069885,5e-06,0.05,False,1699833600000
9005227,sei,0.132515,autostake,40,1018178588,134923935.58881998,0.0,0.05,False,1699833600000
9005228,sei,0.132515,kjnodes.com,40,1000000000,132515000.0,0.0,0.05,False,1699833600000
9005229,sei,0.132515,bwarelabs,40,443100000,58717396.5,0.0,0.05,False,1699833600000
9005230,sei,0.132515,stakersvalley,40,411732996,54560797.96494,0.0,0.06,False,1699833600000
9005231,sei,0.132515,quantnode,40,250000000,33128750.0,0.0,0.05,False,1699833600000
9005232,sei,0.132515,,40,1100193,145792.075395,0.0,0.06,True,1699833600000
9005233,sei,0.132515,kilndeprecateddonotuse,40,1000000,132515.0,0.0,0.1,False,1699833600000
9005234,sei,0.132515,seinode0,40,1000000,132515.0,0.0,0.05,False,1699833600000
9005235,sei,0.132515,kiln,40,1000000,132515.0,0.0,0.1,False,1699833600000
9005236,sei,0.132515,seinode1,40,1000000,132515.0,0.0,0.05,False,1699833600000
9005237,sei,0.132515,fsc,40,1,0.132515,0.0,1.0,False,1699833600000
9005238,sei,0.134036,kingnodes,1,336745695305167,45136046015923.36,0.058675,0.05,False,1699790400000
9005239,sei,0.134036,hypeinfra,2,307960220942873,41277756174298.92,0.05366,0.05,False,1699790400000
9005240,sei,0.134036,sei0,3,298598686949736,40022973603994.81,0.052028,0.05,False,1699790400000
9005241,sei,0.134036,sei1,4,298360667837239,39991070474232.16,0.051987,0.05,False,1699790400000
9005242,sei,0.134036,notional,5,236947979292693,31759559352475.395,0.041286,0.05,False,1699790400000
9005243,sei,0.134036,figment,6,221028363260357,29625757697965.207,0.038512,0.33,False,1699790400000
9005244,sei,0.134036,contributiondao,7,213568187050663,28625825519522.664,0.037212,0.05,False,1699790400000
9005245,sei,0.134036,anchoragedigital,8,211417217833038,28337518209469.08,0.036838,0.055,False,1699790400000
9005246,sei,0.134036,dorafactory,9,208293143948489,27918779842279.668,0.036293,0.05,False,1699790400000
9005247,sei,0.134036,rhino,10,193882708131504,25987262667114.27,0.033782,0.05,False,1699790400000
9005248,sei,0.134036,chorusone,11,186763331091235,25033009846144.773,0.032542,0.05,False,1699790400000
9005249,sei,0.134036,a41,12,169680968673056,22743358317061.73,0.029566,0.05,False,1699790400000
9005250,sei,0.134036,brochain,13,152422281582032,20430072934129.24,0.026558,0.05,False,1699790400000
9005251,sei,0.134036,flipside,14,150486248783103,20170574841891.992,0.026221,0.2,False,1699790400000
9005252,sei,0.134036,everstake,15,141069383277964,18908375857045.18,0.02458,0.05,False,1699790400000
9005253,sei,0.134036,crosnest,16,140112564644123,18780127714639.668,0.024413,0.05,False,1699790400000
9005254,sei,0.134036,manticore,17,138938677711888,18622784605790.617,0.024209,0.05,False,1699790400000
9005255,sei,0.134036,polkachu.com,18,132645401772734,17779259072010.17,0.023112,0.05,False,1699790400000
9005256,sei,0.134036,shinlabs,19,113379344612651,15196913834501.29,0.019755,0.05,False,1699790400000
9005257,sei,0.134036,stingray,20,106641578758561,14293810650482.48,0.018581,0.05,False,1699790400000
9005258,sei,0.134036,stakecito,21,104466368039607,14002254106556.762,0.018202,0.05,False,1699790400000
9005259,sei,0.134036,cosmostation,22,104295085514838,13979296082066.824,0.018173,0.05,False,1699790400000
9005260,sei,0.134036,imperator.co,23,103032568708756,13810073379446.818,0.017953,0.05,False,1699790400000
9005261,sei,0.134036,enigma,24,100835142066566,13515539102034.238,0.01757,0.05,False,1699790400000
9005262,sei,0.134036,stakin,25,100356017757712,13451319196172.684,0.017486,0.05,False,1699790400000
9005263,sei,0.134036,activenodes,26,99516674998822,13338817050142.104,0.01734,0.05,False,1699790400000
9005264,sei,0.134036,dankuzonewdaic,27,99067680265155,13278635592020.314,0.017262,0.05,False,1699790400000
9005265,sei,0.134036,citadel.one,28,99007898477956,13270622680391.309,0.017251,0.05,False,1699790400000
9005266,sei,0.134036,lovehub,29,98977320314286,13266524105645.637,0.017246,0.05,False,1699790400000
9005267,sei,0.134036,lavender.fivenodes,30,98958278295370,13263971789598.213,0.017243,0.05,False,1699790400000
9005268,sei,0.134036,whispernode,31,98933239121019,13260615638824.902,0.017238,0.05,False,1699790400000
9005269,sei,0.134036,nodes.guru,32,98923736673409,13259341968757.049,0.017237,0.05,False,1699790400000
9005270,sei,0.134036,blockscope.net,33,98920438779350,13258899932228.955,0.017236,0.05,False,1699790400000
9005271,sei,0.134036,stakingcabin,34,98910513384500,13257569572004.842,0.017234,0.05,False,1699790400000
9005272,sei,0.134036,obi,35,98909797987244,13257473683018.236,0.017234,0.05,False,1699790400000
9005273,sei,0.134036,stakeme,36,98906418507523,13257020711074.352,0.017234,0.05,False,1699790400000
9005274,sei,0.134036,dsrv,37,96938351515597,12993228883744.56,0.016891,0.05,False,1699790400000
9005275,sei,0.134036,staked,38,80253336764515,10756836246568.531,0.013983,0.05,False,1699790400000
9005276,sei,0.134036,p2p.org,39,1000482893463,134100725108.20663,0.000174,0.1,False,1699790400000
9005277,sei,0.134036,tienthuattoan,40,48932000000,6558649551.999999,9e-06,0.05,False,1699790400000
9005278,sei,0.134036,,40,37502185800,5026642975.8888,7e-06,0.05,False,1699790400000
9005279,sei,0.134036,5forever,40,28131000159,3770566737.311724,5e-06,0.05,False,1699790400000
9005280,sei,0.134036,autostake,40,1068178588,143174385.22116798,0.0,0.05,False,1699790400000
9005281,sei,0.134036,kjnodes.com,40,1000000000,134036000.0,0.0,0.05,False,1699790400000
9005282,sei,0.134036,bwarelabs,40,443100000,59391351.599999994,0.0,0.05,False,1699790400000
9005283,sei,0.134036,stakersvalley,40,411732996,55187043.85185599,0.0,0.06,False,1699790400000
9005284,sei,0.134036,quantnode,40,250000000,33508999.999999996,0.0,0.05,False,1699790400000
9005285,sei,0.134036,,40,1100193,147465.468948,0.0,0.06,True,1699790400000
9005286,sei,0.134036,kilndeprecateddonotuse,40,1000000,134036.0,0.0,0.1,False,1699790400000
9005287,sei,0.134036,seinode0,40,1000000,134036.0,0.0,0.05,False,1699790400000
9005288,sei,0.134036,kiln,40,1000000,134036.0,0.0,0.1,False,1699790400000
9005289,sei,0.134036,seinode1,40,1000000,134036.0,0.0,0.05,False,1699790400000
9005290,sei,0.134036,fsc,40,1,0.134036,0.0,1.0,False,1699790400000
9005291,sei,0.132536,kingnodes,1,336725441305167,44628243088821.61,0.058672,0.05,False,1699747200000
9005292,sei,0.132536,hypeinfra,2,307960207600627,40815814074556.695,0.05366,0.05,False,1699747200000
9005293,sei,0.132536,sei0,3,298598667949736,39575073055386.2,0.052029,0.05,False,1699747200000
9005294,sei,0.132536,sei1,4,298360667837239,39543529472476.305,0.051987,0.05,False,1699747200000
9005295,sei,0.132536,notional,5,236947979292693,31404137383536.355,0.041287,0.05,False,1699747200000
9005296,sei,0.132536,figment,6,221028363260357,29294215153074.67,0.038513,0.33,False,1699747200000
9005297,sei,0.132536,contributiondao,7,213567497050663,28305381789106.668,0.037213,0.05,False,1699747200000
9005298,sei,0.132536,anchoragedigital,8,211417217833038,28020392382719.523,0.036838,0.055,False,1699747200000
9005299,sei,0.132536,dorafactory,9,208293143948489,27606340126356.938,0.036294,0.05,False,1699747200000
9005300,sei,0.132536,rhino,10,193882641723299,25696429803439.152,0.033783,0.05,False,1699747200000
9005301,sei,0.132536,chorusone,11,186763329796033,24752864677847.027,0.032542,0.05,False,1699747200000
9005302,sei,0.132536,a41,12,169680968673056,22488836864052.15,0.029566,0.05,False,1699747200000
9005303,sei,0.132536,brochain,13,152422281544209,20201439506743.28,0.026559,0.05,False,1699747200000
9005304,sei,0.132536,flipside,14,150486248783103,19944845468717.336,0.026221,0.2,False,1699747200000
9005305,sei,0.132536,everstake,15,141059388277964,18695447084808.23,0.024579,0.05,False,1699747200000
9005306,sei,0.132536,crosnest,16,140112564644123,18569958867673.484,0.024414,0.05,False,1699747200000
9005307,sei,0.132536,manticore,17,138938677711888,18414376589222.785,0.024209,0.05,False,1699747200000
9005308,sei,0.132536,polkachu.com,18,132643670202612,17580061473973.385,0.023112,0.05,False,1699747200000
9005309,sei,0.132536,shinlabs,19,113379344612651,15026844817582.31,0.019756,0.05,False,1699747200000
9005310,sei,0.132536,stingray,20,106641578758561,14133848282344.64,0.018582,0.05,False,1699747200000
9005311,sei,0.132536,stakecito,21,104469084690753,13845914608573.64,0.018203,0.05,False,1699747200000
9005312,sei,0.132536,cosmostation,22,104295085514838,13822853453794.568,0.018173,0.05,False,1699747200000
9005313,sei,0.132536,imperator.co,23,103027429529028,13654843400059.254,0.017952,0.05,False,1699747200000
9005314,sei,0.132536,enigma,24,100827699158445,13363299935663.666,0.017569,0.05,False,1699747200000
9005315,sei,0.132536,stakin,25,100350962916126,13300115221051.674,0.017485,0.05,False,1699747200000
9005316,sei,0.132536,activenodes,26,99516674998822,13189542037643.871,0.01734,0.05,False,1699747200000
9005317,sei,0.132536,dankuzonewdaic,27,99067578265155,13130020552950.582,0.017262,0.05,False,1699747200000
9005318,sei,0.132536,citadel.one,28,99007898477956,13122110832674.377,0.017251,0.05,False,1699747200000
9005319,sei,0.132536,lovehub,29,98977320314286,13118058125174.207,0.017246,0.05,False,1699747200000
9005320,sei,0.132536,lavender.fivenodes,30,98958278295370,13115534372155.156,0.017243,0.05,False,1699747200000
9005321,sei,0.132536,whispernode,31,98933238908130,13112215751927.916,0.017238,0.05,False,1699747200000
9005322,sei,0.132536,nodes.guru,32,98923756673409,13110959014466.934,0.017237,0.05,False,1699747200000
9005323,sei,0.132536,blockscope.net,33,98920438779350,13110519274059.93,0.017236,0.05,False,1699747200000
9005324,sei,0.132536,stakingcabin,34,98910513384500,13109203801928.09,0.017234,0.05,False,1699747200000
9005325,sei,0.132536,obi,35,98909797987244,13109108986037.37,0.017234,0.05,False,1699747200000
9005326,sei,0.132536,stakeme,36,98906418507523,13108661083313.066,0.017234,0.05,False,1699747200000
9005327,sei,0.132536,dsrv,37,96938436515597,12847832622031.162,0.016891,0.05,False,1699747200000
9005328,sei,0.132536,staked,38,80253336764515,10636456241421.76,0.013984,0.05,False,1699747200000
9005329,sei,0.132536,p2p.org,39,1000482893463,132600000768.01216,0.000174,0.1,False,1699747200000
9005330,sei,0.132536,tienthuattoan,40,48932000000,6485251551.999999,9e-06,0.05,False,1699747200000
9005331,sei,0.132536,,40,37502185800,4970389697.1888,7e-06,0.05,False,1699747200000
9005332,sei,0.132536,5forever,40,28131000159,3728370237.073224,5e-06,0.05,False,1699747200000
9005333,sei,0.132536,autostake,40,1068178588,141572117.33916798,0.0,0.05,False,1699747200000
9005334,sei,0.132536,kjnodes.com,40,1000000000,132536000.0,0.0,0.05,False,1699747200000
9005335,sei,0.132536,bwarelabs,40,443100000,58726701.599999994,0.0,0.05,False,1699747200000
9005336,sei,0.132536,stakersvalley,40,411732996,54569444.357856,0.0,0.06,False,1699747200000
9005337,sei,0.132536,quantnode,40,250000000,33133999.999999996,0.0,0.05,False,1699747200000
9005338,sei,0.132536,,40,1100193,145815.17944799998,0.0,0.06,True,1699747200000
9005339,sei,0.132536,kilndeprecateddonotuse,40,1000000,132536.0,0.0,0.1,False,1699747200000
9005340,sei,0.132536,seinode0,40,1000000,132536.0,0.0,0.05,False,1699747200000
9005341,sei,0.132536,kiln,40,1000000,132536.0,0.0,0.1,False,1699747200000
9005342,sei,0.132536,seinode1,40,1000000,132536.0,0.0,0.05,False,1699747200000
9005343,sei,0.132536,fsc,40,1,0.132536,0.0,1.0,False,1699747200000
9005344,sei,0.128651,kingnodes,1,336725437305167,43320064234747.04,0.058672,0.05,False,1699704000000
9005345,sei,0.128651,hypeinfra,2,307960207600627,39619388668028.26,0.05366,0.05,False,1699704000000
9005346,sei,0.128651,sei0,3,298598672949736,38415017873656.48,0.052029,0.05,False,1699704000000
9005347,sei,0.128651,sei1,4,298360687837239,38384400850948.63,0.051988,0.05,False,1699704000000
9005348,sei,0.128651,notional,5,236947979292693,30483594483984.246,0.041287,0.05,False,1699704000000
9005349,sei,0.128651,figment,6,221028356760357,28435519125576.688,0.038513,0.33,False,1699704000000
9005350,sei,0.128651,contributiondao,7,213567497050663,27475672063064.844,0.037213,0.05,False,1699704000000
9005351,sei,0.128651,anchoragedigital,8,211417217833038,27199036491438.168,0.036838,0.055,False,1699704000000
9005352,sei,0.128651,dorafactory,9,208293148948489,26797121905372.055,0.036294,0.05,False,1699704000000
9005353,sei,0.128651,rhino,10,193882633247289,24943194649896.977,0.033783,0.05,False,1699704000000
9005354,sei,0.128651,chorusone,11,186763329796033,24027289141589.44,0.032542,0.05,False,1699704000000
9005355,sei,0.128651,a41,12,169680968673056,21829626300757.324,0.029566,0.05,False,1699704000000
9005356,sei,0.128651,brochain,13,152421175403351,19609136636816.508,0.026558,0.05,False,1699704000000
9005357,sei,0.128651,flipside,14,150486248783103,19360206392194.98,0.026221,0.2,False,1699704000000
9005358,sei,0.128651,everstake,15,141057901463148,18147240081135.453,0.024578,0.05,False,1699704000000
9005359,sei,0.128651,crosnest,16,140112564644123,18025621554031.062,0.024414,0.05,False,1699704000000
9005360,sei,0.128651,manticore,17,138938677711888,17874599826312.1,0.024209,0.05,False,1699704000000
9005361,sei,0.128651,polkachu.com,18,132642737044775,17064620763547.348,0.023112,0.05,False,1699704000000
9005362,sei,0.128651,shinlabs,19,113379344612651,14586366063762.162,0.019756,0.05,False,1699704000000
9005363,sei,0.128651,stingray,20,106641491758561,13719534556230.63,0.018582,0.05,False,1699704000000
9005364,sei,0.128651,stakecito,21,104468889890753,13440027153335.264,0.018203,0.05,False,1699704000000
9005365,sei,0.128651,cosmostation,22,104295075514838,13417665760059.422,0.018173,0.05,False,1699704000000
9005366,sei,0.128651,imperator.co,23,103026709790772,13254489241292.607,0.017952,0.05,False,1699704000000
9005367,sei,0.128651,enigma,24,100821516380344,12970788903847.637,0.017568,0.05,False,1699704000000
9005368,sei,0.128651,stakin,25,100339564390527,12908785298405.688,0.017484,0.05,False,1699704000000
9005369,sei,0.128651,activenodes,26,99516674898822,12802919742408.348,0.01734,0.05,False,1699704000000
9005370,sei,0.128651,dankuzonewdaic,27,99067578265155,12745143011390.455,0.017262,0.05,False,1699704000000
9005371,sei,0.128651,citadel.one,28,99007588477956,12737425265277.516,0.017251,0.05,False,1699704000000
9005372,sei,0.128651,lovehub,29,98977322314286,12733531493055.207,0.017246,0.05,False,1699704000000
9005373,sei,0.128651,lavender.fivenodes,30,98958087922947,12731056969375.053,0.017243,0.05,False,1699704000000
9005374,sei,0.128651,whispernode,31,98933112908130,12727843908743.832,0.017238,0.05,False,1699704000000
9005375,sei,0.128651,nodes.guru,32,98923756673409,12726640219790.74,0.017237,0.05,False,1699704000000
9005376,sei,0.128651,blockscope.net,33,98920438779350,12726213369402.156,0.017236,0.05,False,1699704000000
9005377,sei,0.128651,stakingcabin,34,98910513384500,12724936457429.309,0.017235,0.05,False,1699704000000
9005378,sei,0.128651,obi,35,98909824987244,12724847894433.926,0.017234,0.05,False,1699704000000
9005379,sei,0.128651,stakeme,36,98906416576916,12724409399036.818,0.017234,0.05,False,1699704000000
9005380,sei,0.128651,dsrv,37,96938436515597,12471226796168.068,0.016891,0.05,False,1699704000000
9005381,sei,0.128651,staked,38,80253336764515,10324672028091.62,0.013984,0.05,False,1699704000000
9005382,sei,0.128651,p2p.org,39,1000482893463,128713124726.9084,0.000174,0.1,False,1699704000000
9005383,sei,0.128651,tienthuattoan,40,111897000000,14395660946.999998,1.9e-05,0.05,False,1699704000000
9005384,sei,0.128651,,40,37502185800,4824693705.3558,7e-06,0.05,False,1699704000000
9005385,sei,0.128651,5forever,40,28131000159,3619081301.4555087,5e-06,0.05,False,1699704000000
9005386,sei,0.128651,autostake,40,1068178588,137422243.524788,0.0,0.05,False,1699704000000
9005387,sei,0.128651,kjnodes.com,40,1000000000,128651000.0,0.0,0.05,False,1699704000000
9005388,sei,0.128651,bwarelabs,40,443100000,57005258.099999994,0.0,0.05,False,1699704000000
9005389,sei,0.128651,stakersvalley,40,411732996,52969861.668396,0.0,0.06,False,1699704000000
9005390,sei,0.128651,quantnode,40,250000000,32162749.999999996,0.0,0.05,False,1699704000000
9005391,sei,0.128651,,40,1100193,141540.92964299998,0.0,0.06,True,1699704000000
9005392,sei,0.128651,kilndeprecateddonotuse,40,1000000,128651.0,0.0,0.1,False,1699704000000
9005393,sei,0.128651,seinode0,40,1000000,128651.0,0.0,0.05,False,1699704000000
9005394,sei,0.128651,kiln,40,1000000,128651.0,0.0,0.1,False,1699704000000
9005395,sei,0.128651,seinode1,40,1000000,128651.0,0.0,0.05,False,1699704000000
9005396,sei,0.128651,fsc,40,1,0.128651,0.0,1.0,False,1699704000000
9005397,sei,0.128691,kingnodes,1,336380013593085,43289080329307.7,0.058604,0.05,False,1699660800000
9005398,sei,0.128691,hypeinfra,2,307960227600627,39631709650152.29,0.053653,0.05,False,1699660800000
9005399,sei,0.128691,sei0,3,298594453949736,38426418873245.48,0.052021,0.05,False,1699660800000
9005400,sei,0.128691,sei1,4,298360619037239,38396326424521.32,0.05198,0.05,False,1699660800000
9005401,sei,0.128691,notional,5,236947979292693,30493072403155.953,0.041281,0.05,False,1699660800000
9005402,sei,0.128691,figment,6,221078356760357,28450794809847.1,0.038516,0.33,False,1699660800000
9005403,sei,0.128691,contributiondao,7,213567497050663,27484214762946.87,0.037208,0.05,False,1699660800000
9005404,sei,0.128691,anchoragedigital,8,211417217833038,27207493180151.492,0.036833,0.055,False,1699660800000
9005405,sei,0.128691,dorafactory,9,208293148948489,26805453631329.996,0.036289,0.05,False,1699660800000
9005406,sei,0.128691,rhino,10,193882556740829,24950940109534.023,0.033778,0.05,False,1699660800000
9005407,sei,0.128691,chorusone,11,186763329796033,24034759674781.28,0.032538,0.05,False,1699660800000
9005408,sei,0.128691,a41,12,169681063673056,21836425765149.25,0.029562,0.05,False,1699660800000
9005409,sei,0.128691,brochain,13,152421175403351,19615233483832.645,0.026555,0.05,False,1699660800000
9005410,sei,0.128691,flipside,14,150486248783103,19366225842146.31,0.026218,0.2,False,1699660800000
9005411,sei,0.128691,everstake,15,142188920037475,18298434308542.695,0.024772,0.05,False,1699660800000
9005412,sei,0.128691,crosnest,16,140112634644123,18031235064986.832,0.02441,0.05,False,1699660800000
9005413,sei,0.128691,manticore,17,138938677711888,17880157373420.58,0.024206,0.05,False,1699660800000
9005414,sei,0.128691,polkachu.com,18,132642259880993,17069865066344.871,0.023109,0.05,False,1699660800000
9005415,sei,0.128691,shinlabs,19,113379344612651,14590901237546.67,0.019753,0.05,False,1699660800000
9005416,sei,0.128691,stingray,20,106641491758561,13723800215900.977,0.018579,0.05,False,1699660800000
9005417,sei,0.128691,stakecito,21,104489119215113,13446809240912.107,0.018204,0.05,False,1699660800000
9005418,sei,0.128691,cosmostation,22,104283509920078,13420349175124.758,0.018168,0.05,False,1699660800000
9005419,sei,0.128691,imperator.co,23,102993904139412,13254388517605.07,0.017944,0.05,False,1699660800000
9005420,sei,0.128691,enigma,24,100820026747153,12974630062117.867,0.017565,0.05,False,1699660800000
9005421,sei,0.128691,stakin,25,100340526849547,12912922740795.053,0.017481,0.05,False,1699660800000
9005422,sei,0.128691,activenodes,26,99516674898822,12806900409404.305,0.017338,0.05,False,1699660800000
9005423,sei,0.128691,dankuzonewdaic,27,99067578265155,12749105714521.062,0.017259,0.05,False,1699660800000
9005424,sei,0.128691,citadel.one,28,99007588477956,12741385568816.637,0.017249,0.05,False,1699660800000
9005425,sei,0.128691,lovehub,29,98977322314286,12737490585947.78,0.017244,0.05,False,1699660800000
9005426,sei,0.128691,lavender.fivenodes,30,98958113922947,12735018638857.973,0.01724,0.05,False,1699660800000
9005427,sei,0.128691,whispernode,31,98933112908130,12731801233260.158,0.017236,0.05,False,1699660800000
9005428,sei,0.128691,nodes.guru,32,98923756673409,12730597170057.678,0.017234,0.05,False,1699660800000
9005429,sei,0.128691,blockscope.net,33,98920438779350,12730170186953.33,0.017234,0.05,False,1699660800000
9005430,sei,0.128691,stakingcabin,34,98910513384500,12728892877964.69,0.017232,0.05,False,1699660800000
9005431,sei,0.128691,obi,35,98909824987244,12728804287433.418,0.017232,0.05,False,1699660800000
9005432,sei,0.128691,stakeme,36,98906416576916,12728365655699.896,0.017231,0.05,False,1699660800000
9005433,sei,0.128691,dsrv,37,96937456515597,12474978216448.691,0.016888,0.05,False,1699660800000
9005434,sei,0.128691,staked,38,80253336764515,10327882161562.2,0.013982,0.05,False,1699660800000
9005435,sei,0.128691,p2p.org,39,1000482893463,128753144042.64693,0.000174,0.1,False,1699660800000
9005436,sei,0.128691,tienthuattoan,40,111897000000,14400136827.0,1.9e-05,0.05,False,1699660800000
9005437,sei,0.128691,,40,37502185800,4826193792.7878,7e-06,0.05,False,1699660800000
9005438,sei,0.128691,5forever,40,28131000159,3620206541.461869,5e-06,0.05,False,1699660800000
9005439,sei,0.128691,autostake,40,1068178588,137464970.668308,0.0,0.05,False,1699660800000
9005440,sei,0.128691,kjnodes.com,40,1000000000,128691000.0,0.0,0.05,False,1699660800000
9005441,sei,0.128691,bwarelabs,40,443100000,57022982.1,0.0,0.05,False,1699660800000
9005442,sei,0.128691,stakersvalley,40,411732996,52986330.988236,0.0,0.06,False,1699660800000
9005443,sei,0.128691,quantnode,40,250000000,32172750.0,0.0,0.05,False,1699660800000
9005444,sei,0.128691,,40,1100193,141584.937363,0.0,0.06,True,1699660800000
9005445,sei,0.128691,kilndeprecateddonotuse,40,1000000,128691.0,0.0,0.1,False,1699660800000
9005446,sei,0.128691,seinode0,40,1000000,128691.0,0.0,0.05,False,1699660800000
9005447,sei,0.128691,kiln,40,1000000,128691.0,0.0,0.1,False,1699660800000
9005448,sei,0.128691,seinode1,40,1000000,128691.0,0.0,0.05,False,1699660800000
9005449,sei,0.128691,fsc,40,1,0.128691,0.0,1.0,False,1699660800000
9005450,sei,0.123114,kingnodes,1,336334148369643,41407442342380.23,0.058595,0.05,False,1699617600000
9005451,sei,0.123114,hypeinfra,2,307960129032713,37914203325733.43,0.053652,0.05,False,1699617600000
9005452,sei,0.123114,sei0,3,298593649787467,36761058599934.21,0.05202,0.05,False,1699617600000
9005453,sei,0.123114,sei1,4,298360968790035,36732412311616.37,0.05198,0.05,False,1699617600000
9005454,sei,0.123114,figment,5,263253356761857,32410173764379.26,0.045863,0.33,False,1699617600000
9005455,sei,0.123114,notional,6,236947979292693,29171613522640.605,0.04128,0.05,False,1699617600000
9005456,sei,0.123114,contributiondao,7,213567497050663,26293148831895.324,0.037207,0.05,False,1699617600000
9005457,sei,0.123114,anchoragedigital,8,211417216819709,26028419231541.652,0.036833,0.055,False,1699617600000
9005458,sei,0.123114,dorafactory,9,208293148948489,25643802739644.273,0.036288,0.05,False,1699617600000
9005459,sei,0.123114,rhino,10,193882588141110,23869660956404.617,0.033778,0.05,False,1699617600000
9005460,sei,0.123114,chorusone,11,186762234796033,22993045774678.81,0.032537,0.05,False,1699617600000
9005461,sei,0.123114,a41,12,169681063673056,20890114473044.617,0.029561,0.05,False,1699617600000
9005462,sei,0.123114,brochain,13,152484201403351,18772939971572.156,0.026565,0.05,False,1699617600000
9005463,sei,0.123114,flipside,14,150486248783103,18526964032682.94,0.026217,0.2,False,1699617600000
9005464,sei,0.123114,everstake,15,142189180446721,17505478761517.61,0.024772,0.05,False,1699617600000
9005465,sei,0.123114,crosnest,16,140112549644123,17249816436886.56,0.02441,0.05,False,1699617600000
9005466,sei,0.123114,polkachu.com,17,132638129246971,16329610644111.588,0.023108,0.05,False,1699617600000
